gene	transcript	entrez	ensemblGene	ensemblTranscript	chrom	start	end	strand
ACSM1	NM_001318890.3	116285	ENSG00000166743.10	ENST00000520010.6	chr16	20623235	20697680	-
C8orf34	NM_052958.4	116328	ENSG00000165084.16	ENST00000518698.6	chr8	68330955	68819023	+
PANX3	NM_052959.3	116337	ENSG00000154143.3	ENST00000284288.3	chr11	124611428	124620356	+
RBP7	NM_052960.3	116362	ENSG00000162444.12	ENST00000294435.8	chr1	9997228	10016021	+
SLC26A8	NM_052961.4	116369	ENSG00000112053.14	ENST00000490799.6	chr6	35943516	36024641	-
LYPD1	NM_144586.7	116372	ENSG00000150551.11	ENST00000397463.3	chr2	132643286	132670205	-
IL22RA2	NM_052962.3	116379	ENSG00000164485.15	ENST00000296980.7	chr6	137143820	137173644	-
ZNF837	NM_138466.2	116412	ENSG00000152475.7	ENST00000597582.2	chr19	58367623	58381030	-
TM4SF18	NM_138786.4	116441	ENSG00000163762.7	ENST00000296059.7	chr3	149318498	149333636	-
RAB39B	NM_171998.4	116442	ENSG00000155961.5	ENST00000369454.4	chr23	155258235	155264491	-
GRIN3A	NM_133445.3	116443	ENSG00000198785.7	ENST00000361820.6	chr9	101569352	101738647	-
GRIN3B	NM_138690.3	116444	ENSG00000116032.5	ENST00000234389.3	chr19	1000419	1009732	+
TOP1MT	NM_052963.3	116447	ENSG00000184428.13	ENST00000329245.9	chr8	143309324	143334880	-
OLIG1	NM_138983.3	116448	ENSG00000184221.13	ENST00000382348.2	chr21	33070141	33072413	+
CLNK	NM_052964.4	116449	ENSG00000109684.16	ENST00000226951.11	chr4	10486395	10684768	-
TSEN15	NM_052965.4	116461	ENSG00000198860.14	ENST00000645668.2	chr1	184051730	184074212	+
NIBAN1	NM_052966.4	116496	ENSG00000135842.17	ENST00000367511.4	chr1	184791032	184974508	-
MAS1L	NM_052967.2	116511	ENSG00000204687.4	ENST00000377127.4	chr6	29486697	29487956	-
MRGPRD	NM_198923.2	116512	ENSG00000172938.3	ENST00000309106.3	chr11	68980021	68980986	-
APOA5	NM_001371904.1	116519	ENSG00000110243.12	ENST00000227665.9	chr11	116789367	116791879	-
MRGPRE	NM_001039165.4	116534	ENSG00000184350.11	ENST00000389832.7	chr11	3225030	3232417	-
MRGPRF	NM_145015.5	116535	ENSG00000172935.10	ENST00000309099.7	chr11	69004398	69013246	-
MRPL53	NM_053050.5	116540	ENSG00000204822.7	ENST00000258105.8	chr2	74471982	74472680	-
MRPL54	NM_172251.3	116541	ENSG00000183617.5	ENST00000330133.5	chr19	3762682	3767565	+
PPP1R27	NM_001007533.4	116729	ENSG00000182676.5	ENST00000330261.5	chr17	81833492	81835050	-
RPL39L	NM_052969.3	116832	ENSG00000163923.10	ENST00000296277.9	chr3	187120948	187139496	-
HSPA12B	NM_052970.5	116835	ENSG00000132622.11	ENST00000254963.7	chr20	3732685	3753111	+
CNTROB	NM_053051.5	116840	ENSG00000170037.14	ENST00000563694.6	chr17	7932206	7949920	+
SNAP47	NM_053052.4	116841	ENSG00000143740.15	ENST00000617596.5	chr1	227735435	227781226	+
LEAP2	NM_052971.3	116842	ENSG00000164406.8	ENST00000296877.3	chr5	132873668	132875046	+
SLC18B1	NM_052831.3	116843	ENSG00000146409.12	ENST00000275227.9	chr6	132769370	132798637	-
LRG1	NM_052972.3	116844	ENSG00000171236.10	ENST00000306390.7	chr19	4536402	4540036	-
MED12L	NM_001393769.1	116931	ENSG00000144893.13	ENST00000687756.1	chr3	151085664	151436653	+
WDR17	NM_181265.4	116966	ENSG00000150627.16	ENST00000508596.6	chr4	176065841	176182815	+
ART5	NM_053017.5	116969	ENSG00000167311.14	ENST00000397068.8	chr11	3638512	3641992	-
ACAP3	NM_030649.3	116983	ENSG00000131584.19	ENST00000354700.10	chr1	1292391	1307930	-
ARAP2	NM_015230.4	116984	ENSG00000047365.13	ENST00000303965.9	chr4	36066004	36244514	-
ARAP1	NM_001040118.3	116985	ENSG00000186635.16	ENST00000393609.8	chr11	72685069	72752408	-
AGAP2	NM_001122772.3	116986	ENSG00000135439.12	ENST00000547588.6	chr12	57725197	57738742	-
AGAP1	NM_001037131.3	116987	ENSG00000157985.20	ENST00000304032.13	chr2	235494043	236131793	+
AGAP3	NM_031946.7	116988	ENSG00000133612.20	ENST00000397238.7	chr7	151086475	151144434	+
TADA1	NM_053053.4	117143	ENSG00000152382.6	ENST00000367874.5	chr1	166856510	166876264	-
CATSPER1	NM_053054.4	117144	ENSG00000175294.6	ENST00000312106.6	chr11	66016752	66026479	-
THEM4	NM_053055.5	117145	ENSG00000159445.13	ENST00000368814.8	chr1	151870866	151909511	-
DACH2	NM_053281.3	117154	ENSG00000126733.22	ENST00000373125.9	chr23	86148451	86832602	+
CATSPER2	NM_172095.4	117155	ENSG00000166762.19	ENST00000396879.8	chr15	43628503	43648844	-
SCGB3A2	NM_054023.5	117156	ENSG00000164265.9	ENST00000296694.5	chr5	147878711	147882191	+
SH2D1B	NM_053282.5	117157	ENSG00000198574.6	ENST00000367929.3	chr1	162395268	162412136	-
DCD	NM_053283.4	117159	ENSG00000161634.12	ENST00000293371.11	chr12	54644589	54648365	-
WFIKKN1	NM_053284.3	117166	ENSG00000127578.7	ENST00000319070.3	chr16	630985	634117	+
RAB3IP	NM_022456.5	117177	ENSG00000127328.22	ENST00000247833.12	chr12	69738860	69823199	+
SSX2IP	NM_001166293.2	117178	ENSG00000117155.17	ENST00000342203.8	chr1	84643706	84690461	-
MRGPRX2	NM_054030.4	117194	ENSG00000183695.3	ENST00000329773.3	chr11	19054455	19060717	-
MRGPRX3	NM_001370464.1	117195	ENSG00000179826.8	ENST00000621697.2	chr11	18132571	18138488	+
MRGPRX4	NM_054032.3	117196	ENSG00000179817.5	ENST00000314254.3	chr11	18172837	18174280	+
PLAAT5	NM_001146729.2	117245	ENSG00000168004.10	ENST00000540857.6	chr11	63461404	63491167	-
FTSJ3	NM_017647.4	117246	ENSG00000108592.17	ENST00000427159.7	chr17	63819433	63827663	-
SLC16A10	NM_018593.5	117247	ENSG00000112394.18	ENST00000368851.10	chr6	111087503	111231194	+
GALNT15	NM_054110.5	117248	ENSG00000131386.20	ENST00000339732.10	chr3	16174680	16230165	+
IP6K3	NM_054111.5	117283	ENSG00000161896.12	ENST00000293756.5	chr6	33721662	33746905	-
DEFB118	NM_054112.3	117285	ENSG00000131068.4	ENST00000253381.3	chr20	31368601	31373923	+
CIB3	NM_054113.4	117286	ENSG00000141977.9	ENST00000269878.8	chr19	16161368	16173525	-
TAGAP	NM_054114.5	117289	ENSG00000164691.19	ENST00000367066.8	chr6	159034481	159044991	-
TMC1	NM_138691.3	117531	ENSG00000165091.18	ENST00000297784.10	chr9	72521608	72838297	+
TMC2	NM_080751.3	117532	ENSG00000149488.14	ENST00000358864.2	chr20	2536573	2643580	+
RLN3	NM_080864.4	117579	ENSG00000171136.7	ENST00000431365.3	chr19	14028148	14031551	+
TWIST2	NM_001271893.4	117581	ENSG00000233608.5	ENST00000612363.2	chr2	238848085	238910534	+
PARD3B	NM_001302769.2	117583	ENSG00000116117.20	ENST00000406610.7	chr2	204545475	205620162	+
RFFL	NM_001017368.2	117584	ENSG00000092871.17	ENST00000394597.7	chr17	35005990	35063707	-
ZNF354B	NM_058230.3	117608	ENSG00000178338.11	ENST00000322434.8	chr5	178859953	178885020	+
TRIM6	NM_001003818.3	117854	ENSG00000121236.21	ENST00000380097.8	chr11	5596637	5612952	+
UBE2J2	NM_058167.3	118424	ENSG00000160087.21	ENST00000349431.11	chr1	1253912	1273854	-
BORCS5	NM_058169.6	118426	ENSG00000165714.11	ENST00000314565.9	chr12	12357078	12471233	+
OLFM3	NM_058170.4	118427	ENSG00000118733.17	ENST00000370103.9	chr1	101802560	101996926	-
ANTXR2	NM_058172.6	118429	ENSG00000163297.18	ENST00000403729.7	chr4	79901146	80073229	-
MUCL1	NM_058173.3	118430	ENSG00000172551.12	ENST00000308796.11	chr12	54854516	54858387	+
GPR62	NM_080865.4	118442	ENSG00000180929.6	ENST00000322241.6	chr3	51955381	51957499	+
EXOSC6	NM_058219.3	118460	ENSG00000223496.3	ENST00000435634.3	chr16	70246778	70251940	-
C10orf71	NM_001135196.2	118461	ENSG00000177354.12	ENST00000374144.8	chr10	49299170	49327492	+
PRAP1	NM_145202.5	118471	ENSG00000165828.15	ENST00000433452.6	chr10	133347373	133352683	+
ZNF511	NM_145806.4	118472	ENSG00000198546.15	ENST00000361518.10	chr10	133308914	133313161	+
CHCHD1	NM_203298.3	118487	ENSG00000172586.8	ENST00000372833.6	chr10	73782048	73783652	+
MSS51	NM_001024593.2	118490	ENSG00000166343.10	ENST00000299432.7	chr10	73423579	73433561	-
CFAP70	NM_001367801.1	118491	ENSG00000156042.19	ENST00000355577.9	chr10	73253762	73358864	-
C10orf90	NM_001350921.2	118611	ENSG00000154493.20	ENST00000488181.3	chr10	126424997	126670693	-
BTBD16	NM_144587.5	118663	ENSG00000138152.10	ENST00000260723.6	chr10	122271296	122338159	+
FAM24A	NM_001029888.3	118670	ENSG00000203795.3	ENST00000368894.2	chr10	122910610	122913111	+
PSTK	NM_001363531.2	118672	ENSG00000179988.15	ENST00000406217.8	chr10	122980401	122990390	+
ZNF488	NM_153034.4	118738	ENSG00000265763.4	ENST00000585316.3	chr10	47365496	47384293	-
PIK3AP1	NM_152309.3	118788	ENSG00000155629.15	ENST00000339364.10	chr10	96593315	96720514	-
MORN4	NM_178832.4	118812	ENSG00000171160.18	ENST00000307450.11	chr10	97614555	97633500	-
ZFYVE27	NM_001385875.1	118813	ENSG00000155256.18	ENST00000684270.1	chr10	97737128	97760895	+
MMP21	NM_147191.1	118856	ENSG00000154485.5	ENST00000368808.3	chr10	125766453	125775821	-
COMTD1	NM_144589.4	118881	ENSG00000165644.11	ENST00000372538.8	chr10	75233641	75235957	-
FRA10AC1	NM_145246.5	118924	ENSG00000148690.12	ENST00000359204.5	chr10	93667883	93702592	-
ANKRD22	NM_144590.3	118932	ENSG00000152766.6	ENST00000371930.5	chr10	88819896	88851844	-
SFXN2	NM_178858.6	118980	ENSG00000156398.13	ENST00000369893.10	chr10	102714636	102743492	+
PDZD8	NM_173791.5	118987	ENSG00000165650.12	ENST00000334464.7	chr10	117277274	117375440	-
AGAP4	NM_001276343.3	119016	ENSG00000188234.15	ENST00000616763.6	chr10	45825594	45847500	-
BORCS7	NM_001136200.2	119032	ENSG00000166275.16	ENST00000339834.10	chr10	102854259	102864961	+
LYZL2	NM_183058.3	119180	ENSG00000151033.10	ENST00000647634.2	chr10	30611779	30629753	-
GSTO2	NM_183239.2	119391	ENSG00000065621.15	ENST00000338595.7	chr10	104269184	104304950	+
SFR1	NM_001002759.2	119392	ENSG00000156384.15	ENST00000369727.4	chr10	104122171	104126383	+
CALHM3	NM_001129742.2	119395	ENSG00000183128.7	ENST00000369783.4	chr10	103472804	103479240	-
CLRN3	NM_152311.5	119467	ENSG00000180745.5	ENST00000368671.4	chr10	127877841	127892941	-
ANAPC16	NM_173473.4	119504	ENSG00000166295.9	ENST00000299381.5	chr10	72216012	72235860	+
PNLIPRP3	NM_001011709.3	119548	ENSG00000203837.5	ENST00000369230.4	chr10	116427847	116477957	+
SFXN4	NM_213649.2	119559	ENSG00000183605.17	ENST00000355697.7	chr10	119140767	119165714	-
CPXM2	NM_198148.3	119587	ENSG00000121898.13	ENST00000241305.4	chr10	123745639	123891807	-
OR52E2	NM_001005164.2	119678	ENSG00000176787.2	ENST00000321522.2	chr11	5058650	5059627	-
OR52J3	NM_001001916.2	119679	ENSG00000205495.1	ENST00000380370.1	chr11	5046526	5047461	+
OR51L1	NM_001004755.2	119682	ENSG00000176798.3	ENST00000641819.1	chr11	4994851	5005536	+
OR51A7	NM_001004749.2	119687	ENSG00000176895.9	ENST00000641490.1	chr11	4903783	4909462	+
OR51S1	NM_001004758.1	119692	ENSG00000176922.5	ENST00000322101.5	chr11	4848237	4849208	-
OR51F2	NM_001004753.2	119694	ENSG00000176925.8	ENST00000322110.8	chr11	4821321	4822456	+
OR52R1	NM_001005177.3	119695	ENSG00000279270.2	ENST00000624978.1	chr11	4803433	4804380	-
IFTAP	NM_138787.4	119710	ENSG00000166352.18	ENST00000334307.10	chr11	36594502	36659272	+
OR4C46	NM_001004703.1	119749	ENSG00000185926.1	ENST00000328188.1	chr11	54603069	54603998	-
OR4X2	NM_001004727.1	119764	ENSG00000172208.7	ENST00000624868.2	chr11	48245104	48246015	+
OR4B1	NM_001005470.1	119765	ENSG00000175619.3	ENST00000309562.3	chr11	48216810	48217739	+
OR52M1	NM_001004137.1	119772	ENSG00000197790.1	ENST00000360213.1	chr11	4545191	4546144	+
OR52K2	NM_001005172.2	119774	ENSG00000181963.5	ENST00000325719.4	chr11	4449295	4450361	+
OR5P2	NM_153444.1	120065	ENSG00000183303.3	ENST00000329434.3	chr11	7795974	7796942	-
OR5P3	NM_153445.2	120066	ENSG00000182334.3	ENST00000641167.1	chr11	7824818	7830840	-
LARGE2	NM_001300721.2	120071	ENSG00000165905.18	ENST00000401752.6	chr11	45922656	45929096	+
SLC36A4	NM_152313.4	120103	ENSG00000180773.15	ENST00000326402.9	chr11	93144174	93197991	-
FAT3	NM_001367949.2	120114	ENSG00000165323.16	ENST00000525166.6	chr11	92224818	92896473	+
TRIM64	NM_001136486.2	120146	ENSG00000204450.9	ENST00000533122.4	chr11	89966037	89974072	+
TMEM45B	NM_138788.5	120224	ENSG00000151715.8	ENST00000281441.8	chr11	129815848	129860003	+
CYP2R1	NM_024514.5	120227	ENSG00000186104.11	ENST00000334636.10	chr11	14877440	14892231	-
DBX1	NM_001029865.4	120237	ENSG00000109851.7	ENST00000524983.3	chr11	20156155	20160475	-
POU2AF3	NM_001271458.2	120376	ENSG00000214290.9	ENST00000610738.6	chr11	111298546	111308735	+
PIH1D2	NM_138789.4	120379	ENSG00000150773.12	ENST00000280350.10	chr11	112067798	112074017	-
NXPE1	NM_001395504.1	120400	ENSG00000095110.9	ENST00000534921.3	chr11	114518934	114559881	-
NXPE2	NM_182495.6	120406	ENSG00000204361.10	ENST00000389586.6	chr11	114678527	114707069	+
JAML	NM_001098526.2	120425	ENSG00000160593.20	ENST00000356289.10	chr11	118193725	118225011	-
DNAJC24	NM_181706.5	120526	ENSG00000170946.15	ENST00000465995.6	chr11	31369860	31432835	+
ARL14EP	NM_152316.3	120534	ENSG00000152219.6	ENST00000282032.4	chr11	30323104	30338223	+
OR8I2	NM_001003750.1	120586	ENSG00000172154.11	ENST00000302124.8	chr11	56093308	56094240	+
OR2D3	NM_001004684.1	120775	ENSG00000178358.5	ENST00000317834.5	chr11	6921002	6921994	+
OR2D2	NM_003700.1	120776	ENSG00000166368.3	ENST00000299459.3	chr11	6891574	6892500	-
OR52W1	NM_001005178.1	120787	ENSG00000175485.3	ENST00000311352.3	chr11	6199224	6200186	+
OR56A4	NM_001005179.4	120793	ENSG00000183389.5	ENST00000641156.1	chr11	5999445	6006946	-
OR56A1	NM_001388488.1	120796	ENSG00000180934.7	ENST00000641900.1	chr11	6019336	6030758	-
TRIM51G	NM_001396075.1	120824	ENSG00000220948.6	ENST00000534741.3	chr11	48975498	48983885	-
DEPDC4	NM_001364818.2	120863	ENSG00000166153.17	ENST00000550587.6	chr12	100240062	100267079	-
LRRK2	NM_198578.4	120892	ENSG00000188906.17	ENST00000298910.12	chr12	40224997	40369285	+
CCDC38	NM_182496.3	120935	ENSG00000165972.13	ENST00000344280.8	chr12	95867048	95942614	-
TMEM52B	NM_001384896.1	120939	ENSG00000165685.9	ENST00000543484.2	chr12	10179032	10191804	+
FAM186A	NM_001145475.3	121006	ENSG00000185958.10	ENST00000327337.6	chr12	50327309	50396609	-
NOPCHAP1	NM_152318.3	121053	ENSG00000151131.11	ENST00000552951.7	chr12	104986316	105017625	+
OR2AP1	NM_001258285.2	121129	ENSG00000179615.3	ENST00000641114.1	chr12	55572468	55575612	+
OR10P1	NM_206899.1	121130	ENSG00000175398.3	ENST00000309675.3	chr12	55636892	55637833	+
SDR9C7	NM_148897.3	121214	ENSG00000170426.2	ENST00000293502.2	chr12	56923133	56934408	-
LRIG3	NM_153377.5	121227	ENSG00000139263.12	ENST00000320743.8	chr12	58872155	58920504	-
TMEM132D	NM_133448.3	121256	ENSG00000151952.16	ENST00000422113.7	chr12	129071726	129904025	-
SLC15A4	NM_145648.4	121260	ENSG00000139370.12	ENST00000266771.10	chr12	128793194	128823958	-
RHEBL1	NM_144593.3	121268	ENSG00000167550.11	ENST00000301068.11	chr12	49064676	49069979	-
C12orf54	NM_152319.4	121273	ENSG00000177627.11	ENST00000548364.7	chr12	48482498	48496524	+
ZNF641	NM_001172681.2	121274	ENSG00000167528.13	ENST00000547026.6	chr12	48337180	48350919	-
OR10AD1	NM_001004134.1	121275	ENSG00000172640.4	ENST00000310248.4	chr12	48202339	48203292	-
TPH2	NM_173353.4	121278	ENSG00000139287.13	ENST00000333850.4	chr12	71938845	72032440	+
SP7	NM_001173467.3	121340	ENSG00000170374.6	ENST00000536324.4	chr12	53326575	53336354	-
GTSF1	NM_144594.3	121355	ENSG00000170627.11	ENST00000305879.8	chr12	54455957	54473602	-
OR10A7	NM_001005280.1	121364	ENSG00000179919.3	ENST00000326258.1	chr12	55221025	55221975	+
KRT74	NM_175053.4	121391	ENSG00000170484.10	ENST00000305620.3	chr12	52565782	52573843	-
NEDD1	NM_152905.4	121441	ENSG00000139350.13	ENST00000266742.9	chr12	96907257	96953780	+
IKBIP	NM_153687.4	121457	ENSG00000166130.15	ENST00000299157.5	chr12	98624249	98644788	-
H4C16	NM_175054.2	121504	ENSG00000197837.4	ENST00000539745.2	chr12	14770720	14771131	-
ERP27	NM_152321.4	121506	ENSG00000139055.7	ENST00000266397.7	chr12	14914039	14938537	-
FGD4	NM_001370298.3	121512	ENSG00000139132.16	ENST00000534526.7	chr12	32399558	32646050	+
AEBP2	NM_153207.5	121536	ENSG00000139154.16	ENST00000266508.14	chr12	19439492	19522227	+
ASCL4	NM_203436.3	121549	ENSG00000187855.6	ENST00000342331.5	chr12	107774704	107776644	+
ABTB3	NM_001018072.2	121551	ENSG00000151136.15	ENST00000280758.10	chr12	107318434	107659642	+
SPIC	NM_152323.3	121599	ENSG00000166211.8	ENST00000551346.2	chr12	101475336	101486997	+
ANO4	NM_001286615.2	121601	ENSG00000151572.18	ENST00000392977.8	chr12	100794776	101128629	+
ALKBH2	NM_001145374.2	121642	ENSG00000189046.11	ENST00000429722.3	chr12	109088189	109093472	-
FOXN4	NM_213596.3	121643	ENSG00000139445.18	ENST00000299162.10	chr12	109277978	109309284	-
SPPL3	NM_139015.5	121665	ENSG00000157837.16	ENST00000353487.7	chr12	120762510	120904358	-
TEX29	NM_152324.3	121793	ENSG00000153495.11	ENST00000283547.2	chr13	111320642	111344248	+
CSNK1A1L	NM_145203.6	122011	ENSG00000180138.7	ENST00000379800.4	chr13	37103259	37105664	-
RXFP2	NM_130806.5	122042	ENSG00000133105.8	ENST00000298386.7	chr13	31739526	31803389	+
TEX26	NM_152325.3	122046	ENSG00000175664.10	ENST00000380473.8	chr13	30932656	30975500	+
SLAIN1	NM_001242868.2	122060	ENSG00000139737.23	ENST00000418532.6	chr13	77697687	77764229	+
PRR20A	NM_198441.2	122183	ENSG00000204919.1	ENST00000377931.1	chr13	57140918	57143939	+
SPACA7	NM_145248.5	122258	ENSG00000153498.12	ENST00000283550.8	chr13	112376355	112434689	+
TDRD9	NM_153046.3	122402	ENSG00000156414.20	ENST00000409874.9	chr14	103928456	104052667	+
ANKRD9	NM_152326.4	122416	ENSG00000156381.9	ENST00000286918.9	chr14	102501767	102509776	-
AK7	NM_152327.5	122481	ENSG00000140057.9	ENST00000267584.9	chr14	96392128	96489427	+
IFI27L1	NM_206949.3	122509	ENSG00000165948.11	ENST00000555523.6	chr14	94081310	94102709	+
C14orf28	NM_001017923.2	122525	ENSG00000179476.8	ENST00000325192.8	chr14	44897275	44907257	+
TRAPPC6B	NM_001079537.2	122553	ENSG00000182400.15	ENST00000330149.10	chr14	39147814	39170333	-
CLBA1	NM_174891.4	122616	ENSG00000140104.14	ENST00000547315.6	chr14	104985788	104995516	+
PLD4	NM_138790.5	122618	ENSG00000166428.14	ENST00000392593.9	chr14	104924879	104933236	+
ADSS1	NM_152328.5	122622	ENSG00000185100.12	ENST00000330877.7	chr14	104724229	104747310	+
RNASE11	NM_001394190.1	122651	ENSG00000173464.16	ENST00000557105.7	chr14	20582892	20588001	-
TPPP2	NM_173846.5	122664	ENSG00000179636.15	ENST00000321760.11	chr14	21030217	21032815	+
RNASE8	NM_138331.2	122665	ENSG00000173431.2	ENST00000308227.2	chr14	21057822	21058455	+
MRPL52	NM_180982.3	122704	ENSG00000172590.18	ENST00000397496.7	chr14	22829887	22835037	+
PSMB11	NM_001099780.2	122706	ENSG00000222028.5	ENST00000408907.5	chr14	23042212	23044060	+
OR4K14	NM_001004712.2	122740	ENSG00000169484.4	ENST00000641793.1	chr14	20014143	20019307	-
OR4L1	NM_001004717.1	122742	ENSG00000176246.1	ENST00000315683.1	chr14	20060045	20060983	+
OR11H6	NM_001004480.1	122748	ENSG00000176219.3	ENST00000315519.3	chr14	20223710	20224702	+
LRR1	NM_152329.4	122769	ENSG00000165501.17	ENST00000298288.11	chr14	49598940	49614672	+
KLHDC1	NM_172193.3	122773	ENSG00000197776.8	ENST00000359332.7	chr14	49693120	49753150	+
FRMD6	NM_001267046.2	122786	ENSG00000139926.16	ENST00000344768.10	chr14	51651910	51730727	+
SOCS4	NM_199421.2	122809	ENSG00000180008.9	ENST00000555846.2	chr14	55027236	55049489	+
NAA30	NM_001011713.3	122830	ENSG00000139977.14	ENST00000556492.6	chr14	57390586	57415906	+
GPHB5	NM_145171.4	122876	ENSG00000179600.4	ENST00000621500.2	chr14	63312835	63318935	-
NOXRED1	NM_001113475.3	122945	ENSG00000165555.10	ENST00000380835.7	chr14	77394021	77423523	-
JDP2	NM_001135048.2	122953	ENSG00000140044.13	ENST00000651602.1	chr14	75428022	75474107	+
ISCA2	NM_194279.4	122961	ENSG00000165898.14	ENST00000556816.6	chr14	74493765	74497106	+
ACOT4	NM_152331.4	122970	ENSG00000177465.5	ENST00000326303.5	chr14	73591873	73595766	+
TTC8	NM_144596.4	123016	ENSG00000165533.19	ENST00000380656.7	chr14	88824651	88877988	+
TC2N	NM_001128596.3	123036	ENSG00000165929.13	ENST00000435962.7	chr14	91779746	91867536	-
SLC24A4	NM_153646.4	123041	ENSG00000140090.18	ENST00000532405.6	chr14	92323165	92501481	+
SLC25A29	NM_001039355.3	123096	ENSG00000197119.13	ENST00000359232.8	chr14	100291116	100306444	-
DEGS2	NM_206918.3	123099	ENSG00000168350.8	ENST00000305631.7	chr14	100143957	100159645	-
KLHL33	NM_001365790.2	123103	ENSG00000185271.9	ENST00000636854.3	chr14	20425852	20436166	-
LEO1	NM_138792.4	123169	ENSG00000166477.13	ENST00000299601.10	chr15	51938025	51971778	-
C15orf40	NM_144597.3	123207	ENSG00000169609.14	ENST00000304177.10	chr15	82994817	83011639	-
SENP8	NM_145204.4	123228	ENSG00000166192.15	ENST00000340912.6	chr15	72118403	72143692	+
MTFMT	NM_139242.4	123263	ENSG00000103707.10	ENST00000220058.9	chr15	65001512	65029639	-
SLC51B	NM_178859.4	123264	ENSG00000186198.4	ENST00000334287.3	chr15	65045387	65053397	+
TARS3	NM_152334.3	123283	ENSG00000185418.16	ENST00000335968.8	chr15	101653596	101724473	-
HIGD2B	NM_001350932.3	123346	ENSG00000175202.6	ENST00000311755.6	chr15	72675798	72686182	-
LRRC28	NM_144598.5	123355	ENSG00000168904.15	ENST00000301981.8	chr15	99251481	99390729	+
TMEM266	NM_152335.5	123591	ENSG00000169758.13	ENST00000388942.9	chr15	76059985	76204963	+
NIPA1	NM_144599.5	123606	ENSG00000170113.16	ENST00000337435.9	chr15	22786644	22829789	+
AGBL1	NM_001386094.1	123624	ENSG00000273540.5	ENST00000614907.3	chr15	86079871	86916156	+
HYKK	NM_001013619.4	123688	ENSG00000188266.14	ENST00000388988.9	chr15	78507577	78536645	+
WHAMM	NM_001080435.3	123720	ENSG00000156232.7	ENST00000286760.5	chr15	82809628	82836108	+
FSD2	NM_001007122.4	123722	ENSG00000186628.12	ENST00000334574.12	chr15	82755362	82806069	-
PLA2G4E	NM_001395548.1	123745	ENSG00000188089.14	ENST00000696112.1	chr15	41981582	42021042	-
C16orf46	NM_152337.3	123775	ENSG00000166455.14	ENST00000299578.10	chr16	81060980	81077238	-
NTAN1	NM_173474.4	123803	ENSG00000157045.9	ENST00000287706.8	chr16	15037857	15056074	-
CEP20	NM_144600.4	123811	ENSG00000133393.13	ENST00000255759.11	chr16	15865719	15888603	-
DNAAF1	NM_178452.6	123872	ENSG00000154099.18	ENST00000378553.10	chr16	84145308	84177918	+
